Keyword,Position,Word,Frequency,Log-Likelihood,Significance
Significance thresholds:,,,,,
,,,,LL >= 15.13,p < 0.0001
,,,,LL >= 10.83,p < 0.001
,,,,LL >= 6.63,p < 0.01
,,,,LL >= 3.84,p < 0.05
,,,,,
,,,,,
WORD: daulat,,,,,
muafakat,Left,saudara,3,18.48,p < 0.0001
muafakat,Left,besar,3,10.84,p < 0.001
muafakat,Left,hai,3,7.7,p < 0.01
muafakat,Left,kerana,3,5.22,p < 0.05
muafakat,Left,jebat,3,5.56,p < 0.05
muafakat,Left,demikian,3,6.81,p < 0.01
muafakat,Left,kisna,3,15.89,p < 0.0001
muafakat,Left,rayan,3,15.89,p < 0.0001
muafakat,Left,tuanku,3,3.73,not significant
muafakat,Left,benua,3,13.14,p < 0.001
muafakat,Left,rom,3,20.19,p < 0.0001
muafakat,Left,sesuatu,2,0,not significant
muafakat,Left,pegawai,2,0,not significant
muafakat,Left,petuanan,2,0,not significant
muafakat,Left,jangan,2,0,not significant
muafakat,Left,engkau,2,0,not significant
muafakat,Left,tuah,2,0,not significant
muafakat,Left,tun,2,0,not significant
muafakat,Left,si,2,0,not significant
muafakat,Left,bendahara,2,0,not significant
muafakat,Left,syahbandar,2,0,not significant
muafakat,Left,ya,2,0,not significant
muafakat,Left,perahu,2,0,not significant
muafakat,Left,utusan,2,0,not significant
muafakat,Left,membawa,2,0,not significant
muafakat,Left,surat,2,0,not significant
muafakat,Left,berkasihkasihan,2,0,not significant
muafakat,Left,paduka,2,0,not significant
muafakat,Right,maka,15,0,not significant
muafakat,Right,kita,15,61.25,p < 0.0001
muafakat,Right,hamba,10,46.39,p < 0.0001
muafakat,Right,pun,8,0,not significant
muafakat,Right,laksamana,5,0,not significant
muafakat,Right,seperti,4,13.32,p < 0.001
muafakat,Right,tun,4,4.6,p < 0.05
muafakat,Right,besar,4,16.95,p < 0.0001
muafakat,Right,melaka,4,8.66,p < 0.01
muafakat,Right,berkasihkasihan,4,37.61,p < 0.0001
muafakat,Right,adapun,4,13.52,p < 0.001
muafakat,Right,datang,4,7.69,p < 0.01
muafakat,Right,hendak,4,8.02,p < 0.01
muafakat,Right,jangan,3,15.39,p < 0.0001
muafakat,Right,sama,3,14.27,p < 0.001
muafakat,Right,hari,3,9.27,p < 0.01
muafakat,Right,lagi,3,8.22,p < 0.01
muafakat,Right,bendahara,3,1.96,not significant
muafakat,Right,kerana,3,5.37,p < 0.05
muafakat,Right,syahbandar,3,13.27,p < 0.001
muafakat,Right,utusan,3,17.84,p < 0.0001
muafakat,Right,adalah,3,19.8,p < 0.0001
muafakat,Right,bedil,3,17.72,p < 0.0001
muafakat,Right,tumangmenumang,2,0,not significant
muafakat,Right,pecah,2,0,not significant
muafakat,Right,insya,2,0,not significant
muafakat,Right,allah,2,0,not significant
muafakat,Right,tiada,2,0,not significant
muafakat,Right,majapahit,2,0,not significant
muafakat,Right,jikalau,2,0,not significant
muafakat,Right,pekerjaan,2,0,not significant
muafakat,Right,bunuh,2,0,not significant
muafakat,Right,raja,2,0,not significant
muafakat,Right,jika,2,0,not significant
muafakat,Right,talam,2,0,not significant
muafakat,Right,daripada,2,0,not significant
muafakat,Right,kemudian,2,0,not significant
muafakat,Right,kata,2,0,not significant
muafakat,Right,syahbandarlah,2,0,not significant
muafakat,Right,dapatkan,2,0,not significant
muafakat,Right,dagang,2,0,not significant
muafakat,Right,negeri,2,0,not significant
muafakat,Right,muafakat,2,0,not significant
muafakat,Right,melainkan,2,0,not significant
muafakat,Right,lihat,2,0,not significant
muafakat,Right,ayahanda,2,0,not significant
muafakat,Right,mari,2,0,not significant
muafakat,Right,membeli,2,0,not significant
muafakat,Right,hendaklah,1,0,not significant
muafakat,Right,telur,1,0,not significant
,,,,,
WORD: syarat,,,,,
syarat,Left,maka,13,0,not significant
syarat,Left,pun,13,5.98,p < 0.05
syarat,Left,raja,11,21.8,p < 0.0001
syarat,Left,segala,9,19.99,p < 0.0001
syarat,Left,menteri,7,38.46,p < 0.0001
syarat,Left,laksamana,7,3.76,not significant
syarat,Left,demikianlah,6,45.26,p < 0.0001
syarat,Left,demikian,6,21.77,p < 0.0001
syarat,Left,kuda,6,35.85,p < 0.0001
syarat,Left,hai,5,17.8,p < 0.0001
syarat,Left,tatkala,4,19.26,p < 0.0001
syarat,Left,kata,4,5.2,p < 0.05
syarat,Left,sama,4,21.01,p < 0.0001
syarat,Left,gembala,4,49.5,p < 0.0001
syarat,Left,tun,3,1.48,not significant
syarat,Left,titah,3,3.75,not significant
syarat,Left,hendak,3,4.05,p < 0.05
syarat,Left,ilmu,3,25.06,p < 0.0001
syarat,Left,jikalau,3,12.92,p < 0.001
syarat,Left,dirimu,3,36.74,p < 0.0001
syarat,Left,seperti,3,8.02,p < 0.01
syarat,Left,syarat,3,30.15,p < 0.0001
syarat,Left,darwis,3,31.24,p < 0.0001
syarat,Left,tuah,2,0,not significant
syarat,Left,atas,2,0,not significant
syarat,Left,setelah,2,0,not significant
syarat,Left,semayam,2,0,not significant
syarat,Left,hulubalang,2,0,not significant
syarat,Left,memberi,2,0,not significant
syarat,Left,syaratnya,2,0,not significant
syarat,Left,mesyuarat,2,0,not significant
syarat,Left,diajarkan,2,0,not significant
syarat,Left,kita,2,0,not significant
syarat,Left,suruh,2,0,not significant
syarat,Left,orang,2,0,not significant
syarat,Left,santap,2,0,not significant
syarat,Left,bersamasama,2,0,not significant
syarat,Left,jika,2,0,not significant
syarat,Left,beradu,2,0,not significant
syarat,Left,daripada,2,0,not significant
syarat,Left,sebab,2,0,not significant
syarat,Left,perlahan,2,0,not significant
syarat,Left,lahan,2,0,not significant
syarat,Left,ajarlah,2,0,not significant
syarat,Left,bunyinya,2,0,not significant
syarat,Left,melaka,2,0,not significant
syarat,Left,manatah,2,0,not significant
syarat,Left,katamu,2,0,not significant
syarat,Left,mematikan,2,0,not significant
syarat,Left,menjadi,2,0,not significant
syarat,Right,raja,18,54.43,p < 0.0001
syarat,Right,maka,11,0,not significant
syarat,Right,pun,10,0,not significant
syarat,Right,tiada,9,28.9,p < 0.0001
syarat,Right,laksamana,8,6.89,p < 0.01
syarat,Right,ia,8,29.77,p < 0.0001
syarat,Right,kepada,8,33.92,p < 0.0001
syarat,Right,makan,6,33.46,p < 0.0001
syarat,Right,segala,5,5.51,p < 0.05
syarat,Right,setelah,5,6.16,p < 0.05
syarat,Right,tatkala,4,19.49,p < 0.0001
syarat,Right,bentara,4,21.1,p < 0.0001
syarat,Right,kuda,4,20.88,p < 0.0001
syarat,Right,suatu,4,21.15,p < 0.0001
syarat,Right,tun,3,1.65,not significant
syarat,Right,menteri,3,11.57,p < 0.001
syarat,Right,hulubalang,3,13.23,p < 0.001
syarat,Right,demikian,3,6.9,p < 0.01
syarat,Right,syaratnya,3,35.57,p < 0.0001
syarat,Right,anak,3,8.18,p < 0.01
syarat,Right,kerana,3,5.3,p < 0.05
syarat,Right,allah,3,14.74,p < 0.001
syarat,Right,taala,3,15.98,p < 0.0001
syarat,Right,naik,3,9.93,p < 0.01
syarat,Right,darwis,3,31.41,p < 0.0001
syarat,Right,tuah,2,0,not significant
syarat,Right,dibawanya,2,0,not significant
syarat,Right,semayam,2,0,not significant
syarat,Right,perintah,2,0,not significant
syarat,Right,hendak,2,0,not significant
syarat,Right,keluar,2,0,not significant
syarat,Right,bendahara,2,0,not significant
syarat,Right,mengajar,2,0,not significant
syarat,Right,ilmu,2,0,not significant
syarat,Right,tuanku,2,0,not significant
syarat,Right,hambamu,2,0,not significant
syarat,Right,apabila,2,0,not significant
syarat,Right,sungai,2,0,not significant
syarat,Right,habis,2,0,not significant
syarat,Right,patik,2,0,not significant
syarat,Right,syarat,2,0,not significant
syarat,Right,pengasih,2,0,not significant
syarat,Right,terlalu,2,0,not significant
syarat,Right,kurnia,2,0,not significant
syarat,Right,seorang,2,0,not significant
syarat,Right,samanya,2,0,not significant
syarat,Right,diajarnya,2,0,not significant
syarat,Right,melompat,2,0,not significant
syarat,Right,atas,2,0,not significant
syarat,Right,belakang,2,0,not significant
,,,,,
WORD: berkat,,,,,
berkat,Left,maka,12,0,not significant
berkat,Left,hamba,11,53.05,p < 0.0001
berkat,Left,allah,11,82.78,p < 0.0001
berkat,Left,insya,9,83.78,p < 0.0001
berkat,Left,taala,8,58.41,p < 0.0001
berkat,Left,laksamana,7,4.26,p < 0.05
berkat,Left,hang,6,12.93,p < 0.001
berkat,Left,hendak,6,16.85,p < 0.0001
berkat,Left,sembah,5,10.94,p < 0.001
berkat,Left,kata,5,9.09,p < 0.01
berkat,Left,tun,4,4.57,p < 0.05
berkat,Left,tuah,4,7.34,p < 0.01
berkat,Left,pun,4,0,not significant
berkat,Left,pecah,3,27,p < 0.0001
berkat,Left,daulat,3,8.46,p < 0.01
berkat,Left,tuanku,3,3.86,p < 0.05
berkat,Left,orang,3,0.64,not significant
berkat,Left,kaya,3,13.22,p < 0.001
berkat,Left,singgah,3,21.8,p < 0.0001
berkat,Left,mengunjung,3,32.79,p < 0.0001
berkat,Left,kubur,3,27.6,p < 0.0001
berkat,Left,siti,3,35.61,p < 0.0001
berkat,Left,hawa,3,35.61,p < 0.0001
berkat,Left,mengambil,3,18.27,p < 0.0001
berkat,Left,seperti,2,0,not significant
berkat,Left,semuanya,2,0,not significant
berkat,Left,inilah,2,0,not significant
berkat,Left,pesan,2,0,not significant
berkat,Left,sahaya,2,0,not significant
berkat,Left,mana,2,0,not significant
berkat,Left,majapahit,2,0,not significant
berkat,Left,jebat,2,0,not significant
berkat,Left,kasturi,2,0,not significant
berkat,Left,katanya,2,0,not significant
berkat,Left,tiada,2,0,not significant
berkat,Left,patik,2,0,not significant
berkat,Left,bertemu,2,0,not significant
berkat,Left,maharaja,2,0,not significant
berkat,Left,setia,2,0,not significant
berkat,Left,pergi,2,0,not significant
berkat,Left,rom,2,0,not significant
berkat,Left,naik,2,0,not significant
berkat,Left,syahbandar,2,0,not significant
berkat,Left,jangan,1,0,not significant
berkat,Left,tumangmenumang,1,0,not significant
berkat,Left,hendaklah,1,0,not significant
berkat,Left,telur,1,0,not significant
berkat,Left,sepeti,1,0,not significant
berkat,Left,satu,1,0,not significant
berkat,Left,berkat,1,0,not significant
berkat,Right,maka,13,0,not significant
berkat,Right,pun,7,0,not significant
berkat,Right,sahaya,6,42.27,p < 0.0001
berkat,Right,hamba,6,22.02,p < 0.0001
berkat,Right,dipertuan,4,15.74,p < 0.0001
berkat,Right,datuk,4,23.72,p < 0.0001
berkat,Right,tiada,4,6.65,p < 0.01
berkat,Right,setia,4,17.71,p < 0.0001
berkat,Right,segala,4,2.92,not significant
berkat,Right,kata,4,5.72,p < 0.05
berkat,Right,laksamana,4,0,not significant
berkat,Right,hang,4,5.61,p < 0.05
berkat,Right,orang,4,3.39,not significant
berkat,Right,daulat,3,8.63,p < 0.01
berkat,Right,afwah,3,41.29,p < 0.0001
berkat,Right,sempurnanya,3,31.06,p < 0.0001
berkat,Right,kembali,3,10.6,p < 0.01
berkat,Right,tahu,3,14.32,p < 0.001
berkat,Right,penjurit,3,11.58,p < 0.001
berkat,Right,setelah,3,0.85,not significant
berkat,Right,sang,3,7.88,p < 0.01
berkat,Right,tapak,3,32.26,p < 0.0001
berkat,Right,guru,3,32.97,p < 0.0001
berkat,Right,kerana,3,5.52,p < 0.05
berkat,Right,jika,2,0,not significant
berkat,Right,sungguh,2,0,not significant
berkat,Right,majapahit,2,0,not significant
berkat,Right,endahkan,2,0,not significant
berkat,Right,seri,2,0,not significant
berkat,Right,betara,2,0,not significant
berkat,Right,patik,2,0,not significant
berkat,Right,tetapi,2,0,not significant
berkat,Right,duli,2,0,not significant
berkat,Right,nabi,2,0,not significant
berkat,Right,turun,2,0,not significant
berkat,Right,guruku,2,0,not significant
berkat,Right,daripada,2,0,not significant
berkat,Right,jebat,2,0,not significant
berkat,Right,kasturi,2,0,not significant
berkat,Right,saudara,2,0,not significant
berkat,Right,raja,2,0,not significant
berkat,Right,indah,2,0,not significant
berkat,Right,maharaja,2,0,not significant
berkat,Right,mendam,2,0,not significant
berkat,Right,berahi,2,0,not significant
berkat,Right,menuju,2,0,not significant
berkat,Right,bandar,2,0,not significant
berkat,Right,judah,2,0,not significant
berkat,Right,lalu,2,0,not significant
berkat,Right,nabinya,1,0,not significant
,,,,,
WORD: nikmat,,,,,
nikmat,Left,maka,18,8.77,p < 0.01
nikmat,Left,makan,16,123.53,p < 0.0001
nikmat,Left,pun,14,11.86,p < 0.001
nikmat,Left,orang,11,32.76,p < 0.0001
nikmat,Left,setelah,10,27.99,p < 0.0001
nikmat,Left,laksamana,9,11.51,p < 0.001
nikmat,Left,hidangan,7,56.14,p < 0.0001
nikmat,Left,pula,7,35.43,p < 0.0001
nikmat,Left,tuah,6,16.89,p < 0.0001
nikmat,Left,bendahara,5,9.18,p < 0.01
nikmat,Left,makanlah,5,41.69,p < 0.0001
nikmat,Left,diangkat,5,35.75,p < 0.0001
nikmat,Left,tun,5,8.78,p < 0.01
nikmat,Left,hang,4,6.04,p < 0.05
nikmat,Left,anakku,4,18.48,p < 0.0001
nikmat,Left,diperjamu,4,38.98,p < 0.0001
nikmat,Left,sehidangan,4,40.21,p < 0.0001
nikmat,Left,masing,4,19.49,p < 0.0001
nikmat,Left,syahbandar,4,20.63,p < 0.0001
nikmat,Left,pelbagai,3,23.95,p < 0.0001
nikmat,Left,jebat,3,6.19,p < 0.05
nikmat,Left,tiga,3,14.23,p < 0.001
nikmat,Left,temenggung,3,11.05,p < 0.001
nikmat,Left,segala,3,0.79,not significant
nikmat,Left,kata,3,2.89,not significant
nikmat,Left,hamba,3,7.17,p < 0.01
nikmat,Left,berjamu,3,27.8,p < 0.0001
nikmat,Left,kerana,2,0,not significant
nikmat,Left,aku,2,0,not significant
nikmat,Left,seraya,2,0,not significant
nikmat,Left,dilihatnya,2,0,not significant
nikmat,Left,nikmat,2,0,not significant
nikmat,Left,menteri,2,0,not significant
nikmat,Left,hidangannya,2,0,not significant
nikmat,Left,berkata,2,0,not significant
nikmat,Left,diperhamba,2,0,not significant
nikmat,Left,nama,2,0,not significant
nikmat,Left,upadutanya,2,0,not significant
nikmat,Left,miskin,1,0,not significant
nikmat,Left,menyembah,1,0,not significant
nikmat,Left,dibukanya,1,0,not significant
nikmat,Left,lengkap,1,0,not significant
nikmat,Left,mengapa,1,0,not significant
nikmat,Left,pergi,1,0,not significant
nikmat,Left,banyak,1,0,not significant
nikmat,Left,pegawai,1,0,not significant
nikmat,Left,mudamuda,1,0,not significant
nikmat,Left,oranglah,1,0,not significant
nikmat,Left,saudagar,1,0,not significant
nikmat,Left,perasaan,1,0,not significant
nikmat,Right,maka,25,30.84,p < 0.0001
nikmat,Right,setelah,15,55.49,p < 0.0001
nikmat,Right,makan,15,115.21,p < 0.0001
nikmat,Right,pun,10,2.63,not significant
nikmat,Right,bermohonlah,8,59.17,p < 0.0001
nikmat,Right,sirih,7,66,p < 0.0001
nikmat,Right,lalu,6,15.69,p < 0.0001
nikmat,Right,kata,5,10.37,p < 0.01
nikmat,Right,memakai,5,33.4,p < 0.0001
nikmat,Right,baubauan,5,48.52,p < 0.0001
nikmat,Right,kembali,5,23.76,p < 0.0001
nikmat,Right,laksamana,5,0.96,not significant
nikmat,Right,tuah,4,8.37,p < 0.01
nikmat,Right,tun,4,5.59,p < 0.05
nikmat,Right,syahbandar,4,20.99,p < 0.0001
nikmat,Right,pulang,3,16.65,p < 0.0001
nikmat,Right,rumahnya,3,15.16,p < 0.0001
nikmat,Right,raja,3,0,not significant
nikmat,Right,dibawanya,3,17.89,p < 0.0001
nikmat,Right,melaka,3,5.52,p < 0.05
nikmat,Right,kepada,3,7.65,p < 0.01
nikmat,Right,maharaja,3,11.64,p < 0.001
nikmat,Right,setia,3,12.15,p < 0.001
nikmat,Right,sang,2,0,not significant
nikmat,Right,apa,2,0,not significant
nikmat,Right,cucuku,2,0,not significant
nikmat,Right,kelima,2,0,not significant
nikmat,Right,hang,2,0,not significant
nikmat,Right,nikmat,2,0,not significant
nikmat,Right,saudagar,2,0,not significant
nikmat,Right,kapalnya,2,0,not significant
nikmat,Right,sampai,2,0,not significant
nikmat,Right,orang,2,0,not significant
nikmat,Right,pelbagai,2,0,not significant
nikmat,Right,datang,2,0,not significant
nikmat,Right,jorong,2,0,not significant
nikmat,Right,emas,2,0,not significant
nikmat,Right,ia,2,0,not significant
nikmat,Right,nama,2,0,not significant
nikmat,Right,aria,1,0,not significant
nikmat,Right,putera,1,0,not significant
nikmat,Right,kehendak,1,0,not significant
nikmat,Right,kuketahui,1,0,not significant
nikmat,Right,adapun,1,0,not significant
nikmat,Right,diper,1,0,not significant
nikmat,Right,32,1,0,not significant
nikmat,Right,jebat,1,0,not significant
nikmat,Right,47,1,0,not significant
nikmat,Right,sebermula,1,0,not significant
nikmat,Right,tersebutlah,1,0,not significant
,,,,,
WORD: adil,,,,,
adil,Left,maka,17,7.44,p < 0.01
adil,Left,pun,9,0.25,not significant
adil,Left,raja,7,9.67,p < 0.01
adil,Left,kadi,7,91.87,p < 0.0001
adil,Left,malikul,7,91.87,p < 0.0001
adil,Left,baginda,6,15.38,p < 0.0001
adil,Left,terlalu,5,15.57,p < 0.0001
adil,Left,lalu,4,7.12,p < 0.01
adil,Left,segala,4,3.61,not significant
adil,Left,melaka,4,9.56,p < 0.01
adil,Left,kerajaan,3,20.22,p < 0.0001
adil,Left,negeri,3,8.67,p < 0.01
adil,Left,adapun,3,9.09,p < 0.01
adil,Left,tanah,3,15.29,p < 0.0001
adil,Left,melayu,3,13.06,p < 0.001
adil,Left,atas,3,10.65,p < 0.01
adil,Left,laksamana,3,0,not significant
adil,Left,keempat,3,18.22,p < 0.0001
adil,Left,surat,3,11.39,p < 0.001
adil,Left,kepada,2,0,not significant
adil,Left,sekarang,2,0,not significant
adil,Left,berhentilah,2,0,not significant
adil,Left,masuk,2,0,not significant
adil,Left,mangkubumi,2,0,not significant
adil,Left,dipermuliakan,2,0,not significant
adil,Left,allah,2,0,not significant
adil,Left,subhanahu,2,0,not significant
adil,Left,wa,2,0,not significant
adil,Left,taala,2,0,not significant
adil,Left,datanglah,2,0,not significant
adil,Left,bingkis,2,0,not significant
adil,Left,oranglah,2,0,not significant
adil,Left,disambut,2,0,not significant
adil,Left,anakanda,1,0,not significant
adil,Left,baik,1,0,not significant
adil,Left,budi,1,0,not significant
adil,Left,afalnya,1,0,not significant
adil,Left,kembali,1,0,not significant
adil,Left,keinderaan,1,0,not significant
adil,Left,laki,1,0,not significant
adil,Left,isteri,1,0,not significant
adil,Left,sang,1,0,not significant
adil,Left,sapurba,1,0,not significant
adil,Left,kerajaanlah,1,0,not significant
adil,Left,terdengarlah,1,0,not significant
adil,Left,anak,1,0,not significant
adil,Left,sungai,1,0,not significant
adil,Left,teluk,1,0,not significant
adil,Left,rantau,1,0,not significant
adil,Left,banyak,1,0,not significant
adil,Right,segala,13,44.49,p < 0.0001
adil,Right,pun,11,6.51,p < 0.05
adil,Right,maka,10,0,not significant
adil,Right,murahnya,6,77.87,p < 0.0001
adil,Right,periksanya,5,63.07,p < 0.0001
adil,Right,orang,5,8.14,p < 0.01
adil,Right,besar,5,25.36,p < 0.0001
adil,Right,rakyat,5,36.78,p < 0.0001
adil,Right,kayakaya,4,32.33,p < 0.0001
adil,Right,sekalian,4,15.15,p < 0.0001
adil,Right,dagang,4,37.3,p < 0.0001
adil,Right,senteri,4,45.05,p < 0.0001
adil,Right,menteri,3,12.8,p < 0.001
adil,Right,tegur,3,35.7,p < 0.0001
adil,Right,sapanya,3,36.8,p < 0.0001
adil,Right,datang,3,5.2,p < 0.05
adil,Right,pergi,3,9.3,p < 0.01
adil,Right,negeri,3,9.15,p < 0.01
adil,Right,sangat,3,18.53,p < 0.0001
adil,Right,laksamana,3,0,not significant
adil,Right,mangkubumi,3,18.94,p < 0.0001
adil,Right,sanalah,2,0,not significant
adil,Right,hendak,2,0,not significant
adil,Right,raja,2,0,not significant
adil,Right,sembah,2,0,not significant
adil,Right,tafahusnya,2,0,not significant
adil,Right,melaka,2,0,not significant
adil,Right,sentosalah,2,0,not significant
adil,Right,bendahara,2,0,not significant
adil,Right,maharaja,2,0,not significant
adil,Right,seri,2,0,not significant
adil,Right,fakih,2,0,not significant
adil,Right,paduka,2,0,not significant
adil,Right,tuan,2,0,not significant
adil,Right,dibawanya,2,0,not significant
adil,Right,naik,2,0,not significant
adil,Right,balai,2,0,not significant
adil,Right,setelah,2,0,not significant
adil,Right,khalayak,2,0,not significant
adil,Right,keempat,2,0,not significant
adil,Right,rakyatnya,1,0,not significant
adil,Right,hatta,1,0,not significant
adil,Right,didengarlah,1,0,not significant
adil,Right,tanah,1,0,not significant
adil,Right,palembang,1,0,not significant
adil,Right,bahawa,1,0,not significant
adil,Right,terlalu,1,0,not significant
adil,Right,bijaksana,1,0,not significant
adil,Right,mereka,1,0,not significant
adil,Right,hartawannya,1,0,not significant
,,,,,
WORD: ghaib,,,,,
ghaib,Left,maka,18,9.93,p < 0.01
ghaib,Left,pun,14,12.76,p < 0.001
ghaib,Left,orang,6,10.98,p < 0.001
ghaib,Left,buah,4,21.66,p < 0.0001
ghaib,Left,laksamana,4,0,not significant
ghaib,Left,kayu,4,27.42,p < 0.0001
ghaib,Left,tiadalah,4,26.51,p < 0.0001
ghaib,Left,sang,3,8.4,p < 0.01
ghaib,Left,lalu,3,3.61,not significant
ghaib,Left,patik,3,3.25,not significant
ghaib,Left,budak,3,24.14,p < 0.0001
ghaib,Left,lari,3,15.86,p < 0.0001
ghaib,Left,entah,3,26.65,p < 0.0001
ghaib,Left,sekonyongkonyong,3,34.29,p < 0.0001
ghaib,Left,nabi,3,27.99,p < 0.0001
ghaib,Left,khidir,3,33.49,p < 0.0001
ghaib,Left,raja,3,0,not significant
ghaib,Left,melaka,3,5.45,p < 0.05
ghaib,Left,berjalan,3,11.6,p < 0.001
ghaib,Left,masing,2,0,not significant
ghaib,Left,kain,2,0,not significant
ghaib,Left,lembu,2,0,not significant
ghaib,Left,setelah,2,0,not significant
ghaib,Left,sapurba,2,0,not significant
ghaib,Left,empat,2,0,not significant
ghaib,Left,anak,2,0,not significant
ghaib,Left,pelanduk,2,0,not significant
ghaib,Left,hang,2,0,not significant
ghaib,Left,bedil,2,0,not significant
