Keyword,Position,Word,Frequency,Log-Likelihood,Significance
Significance thresholds:,,,,,
,,,,LL >= 15.13,p < 0.0001
,,,,LL >= 10.83,p < 0.001
,,,,LL >= 6.63,p < 0.01
,,,,LL >= 3.84,p < 0.05
,,,,,
,,,,,
WORD: daulat,,,,,
fitnah,Right,engkau,5,28.19,p < 0.0001
fitnah,Right,hendak,4,10,p < 0.01
fitnah,Right,kata,4,7.5,p < 0.01
fitnah,Right,sekarang,4,22.09,p < 0.0001
fitnah,Right,ia,4,11.41,p < 0.001
fitnah,Right,baginda,3,4.35,p < 0.05
fitnah,Right,menjadi,3,18.86,p < 0.0001
fitnah,Right,seperti,3,9.75,p < 0.01
fitnah,Right,patih,2,0,not significant
fitnah,Right,kerma,2,0,not significant
fitnah,Right,wijaya,2,0,not significant
fitnah,Right,dengki,2,0,not significant
fitnah,Right,mana,2,0,not significant
fitnah,Right,kembali,2,0,not significant
fitnah,Right,tun,2,0,not significant
fitnah,Right,apatah,2,0,not significant
fitnah,Right,tuah,2,0,not significant
fitnah,Right,adapun,2,0,not significant
fitnah,Right,hang,2,0,not significant
fitnah,Right,jika,2,0,not significant
fitnah,Right,sekalian,2,0,not significant
fitnah,Right,sahut,2,0,not significant
fitnah,Right,titah,2,0,not significant
fitnah,Right,kuberi,2,0,not significant
fitnah,Right,malu,2,0,not significant
fitnah,Right,kuperhambat,2,0,not significant
fitnah,Right,kawan,2,0,not significant
fitnah,Right,kambing,2,0,not significant
fitnah,Right,suruh,2,0,not significant
fitnah,Right,hai,2,0,not significant
fitnah,Right,sang,2,0,not significant
fitnah,Right,setu,2,0,not significant
fitnah,Right,tuan,2,0,not significant
fitnah,Right,terlalu,1,0,not significant
fitnah,Right,amat,1,0,not significant
fitnah,Right,amarah,1,0,not significant
fitnah,Right,adinda,1,0,not significant
fitnah,Right,muda,1,0,not significant
fitnah,Right,serta,1,0,not significant
fitnah,Right,bertitah,1,0,not significant
fitnah,Right,menyuruh,1,0,not significant
,,,,,
WORD: redha,,,,,
redha,Left,pun,10,4.73,p < 0.05
redha,Left,patik,9,31.64,p < 0.0001
redha,Left,maka,8,0,not significant
redha,Left,kita,6,16.26,p < 0.0001
redha,Left,aku,6,32.44,p < 0.0001
redha,Left,empunya,6,55.98,p < 0.0001
redha,Left,raja,5,4.71,p < 0.05
redha,Left,tun,5,10.27,p < 0.01
redha,Left,kerana,5,16.35,p < 0.0001
redha,Left,tuanku,5,13.87,p < 0.001
redha,Left,titah,4,9.45,p < 0.01
redha,Left,duli,4,12.48,p < 0.001
redha,Left,apatah,4,25.97,p < 0.0001
redha,Left,tiada,4,8.28,p < 0.01
redha,Left,jika,4,15.8,p < 0.0001
redha,Left,mati,4,20.52,p < 0.0001
redha,Left,harta,4,28.18,p < 0.0001
redha,Left,tuan,4,15.24,p < 0.0001
redha,Left,jikalau,3,14.53,p < 0.001
redha,Left,sembah,3,4.9,p < 0.05
redha,Left,bawah,3,12.31,p < 0.001
redha,Left,hai,3,9.23,p < 0.01
redha,Left,tubuh,3,22.41,p < 0.0001
redha,Left,hambamu,3,28.4,p < 0.0001
redha,Left,segala,3,1.69,not significant
redha,Left,dibuangkan,2,0,not significant
redha,Left,mohonkan,2,0,not significant
redha,Left,dipertuan,2,0,not significant
redha,Left,dibunuh,2,0,not significant
redha,Left,datang,2,0,not significant
redha,Left,bija,2,0,not significant
redha,Left,daya,2,0,not significant
redha,Left,sekalipun,2,0,not significant
redha,Left,kepada,2,0,not significant
redha,Left,persembahkan,2,0,not significant
redha,Left,nyawa,2,0,not significant
redha,Left,inangda,2,0,not significant
redha,Left,kata,2,0,not significant
redha,Left,hendak,2,0,not significant
redha,Left,lamun,2,0,not significant
redha,Left,seraya,1,0,not significant
redha,Left,tersenyum,1,0,not significant
redha,Left,baginda,1,0,not significant
redha,Left,ya,1,0,not significant
redha,Left,mamak,1,0,not significant
redha,Left,bendahara,1,0,not significant
redha,Left,bicara,1,0,not significant
redha,Left,jangan,1,0,not significant
redha,Left,dimakzulkan,1,0,not significant
redha,Left,daripada,1,0,not significant
redha,Right,maka,15,4.84,p < 0.05
redha,Right,pun,8,0,not significant
redha,Right,kita,7,20.44,p < 0.0001
redha,Right,patik,7,20.4,p < 0.0001
redha,Right,raja,6,7.25,p < 0.01
redha,Right,kata,6,15.3,p < 0.0001
redha,Right,setelah,5,8.07,p < 0.01
redha,Right,tun,5,9.78,p < 0.01
redha,Right,sekalian,4,15.05,p < 0.001
redha,Right,titah,3,5.07,p < 0.05
redha,Right,menengar,3,8.18,p < 0.01
redha,Right,sembah,3,4.6,p < 0.05
redha,Right,bukan,3,17.5,p < 0.0001
redha,Right,bendahara,3,3.04,not significant
redha,Right,laksamana,3,0,not significant
redha,Right,aku,3,11.76,p < 0.001
redha,Right,segala,3,1.39,not significant
redha,Right,harta,3,19.11,p < 0.0001
redha,Right,seperti,3,9.34,p < 0.01
redha,Right,nama,2,0,not significant
redha,Right,adapun,2,0,not significant
redha,Right,kembali,2,0,not significant
redha,Right,tiada,2,0,not significant
redha,Right,mahu,2,0,not significant
redha,Right,melaka,2,0,not significant
redha,Right,mohonlah,2,0,not significant
redha,Right,duli,2,0,not significant
redha,Right,dipertuan,2,0,not significant
redha,Right,isteri,2,0,not significant
redha,Right,baginda,2,0,not significant
redha,Right,terlalu,2,0,not significant
redha,Right,suka,2,0,not significant
redha,Right,kepada,2,0,not significant
redha,Right,surat,2,0,not significant
redha,Right,sang,2,0,not significant
redha,Right,persata,2,0,not significant
redha,Right,nala,2,0,not significant
redha,Right,seraya,2,0,not significant
redha,Right,ia,2,0,not significant
redha,Right,berkata,2,0,not significant
redha,Right,sambil,2,0,not significant
redha,Right,tuah,2,0,not significant
redha,Right,empunya,2,0,not significant
redha,Right,tuan,2,0,not significant
redha,Right,kamu,2,0,not significant
redha,Right,orang,2,0,not significant
redha,Right,kaya,2,0,not significant
redha,Right,demikian,2,0,not significant
redha,Right,pekerjaan,2,0,not significant
redha,Right,tetapi,1,0,not significant
,,,,,
WORD: fasih,,,,,
fasih,Left,laksamana,18,54.88,p < 0.0001
fasih,Left,maka,13,2.86,not significant
fasih,Left,pun,13,14.08,p < 0.001
fasih,Left,melihat,10,60.17,p < 0.0001
fasih,Left,manis,10,108.27,p < 0.0001
fasih,Left,berkatakata,9,74.37,p < 0.0001
fasih,Left,terlalu,7,28.74,p < 0.0001
fasih,Left,mulutnya,6,65.07,p < 0.0001
fasih,Left,bahasa,6,57.31,p < 0.0001
fasih,Left,kasih,5,37.78,p < 0.0001
fasih,Left,laku,5,49.64,p < 0.0001
fasih,Left,raja,4,2.33,not significant
fasih,Left,mesra,4,50.53,p < 0.0001
fasih,Left,kerana,4,11.63,p < 0.001
fasih,Left,rasanya,4,35.56,p < 0.0001
fasih,Left,segala,3,1.94,not significant
fasih,Left,lakunya,3,21.97,p < 0.0001
fasih,Left,gemar,3,35.25,p < 0.0001
fasih,Left,guna,2,0,not significant
fasih,Left,bertanya,2,0,not significant
fasih,Left,kepada,2,0,not significant
fasih,Left,berceriteralah,2,0,not significant
fasih,Left,tahu,2,0,not significant
fasih,Left,sembah,2,0,not significant
fasih,Left,tuanku,2,0,not significant
fasih,Left,baginda,2,0,not significant
fasih,Left,tersenyum,2,0,not significant
fasih,Left,hamba,2,0,not significant
fasih,Left,rasa,2,0,not significant
fasih,Left,romi,2,0,not significant
fasih,Left,pegawai,1,0,not significant
fasih,Left,sukacita,1,0,not significant
fasih,Left,kelakuan,1,0,not significant
fasih,Left,tun,1,0,not significant
fasih,Left,tuah,1,0,not significant
fasih,Left,beriwayat,1,0,not significant
fasih,Left,merdu,1,0,not significant
fasih,Left,suaranya,1,0,not significant
fasih,Left,mukanya,1,0,not significant
fasih,Left,nala,1,0,not significant
fasih,Left,sang,1,0,not significant
fasih,Left,perihal,1,0,not significant
fasih,Left,melayu,1,0,not significant
fasih,Left,nagaram,1,0,not significant
fasih,Left,kisna,1,0,not significant
fasih,Left,rayan,1,0,not significant
fasih,Left,keling,1,0,not significant
fasih,Left,beri,1,0,not significant
fasih,Left,daulat,1,0,not significant
fasih,Left,phra,1,0,not significant
fasih,Right,maka,17,12.06,p < 0.001
fasih,Right,lidahnya,13,174.15,p < 0.0001
fasih,Right,laksamana,11,22.18,p < 0.0001
fasih,Right,suaranya,6,61.07,p < 0.0001
fasih,Right,kata,6,16.12,p < 0.0001
fasih,Right,pun,6,0,not significant
fasih,Right,berkatakata,5,35.2,p < 0.0001
fasih,Right,merdu,5,49.06,p < 0.0001
fasih,Right,bahasa,5,45.7,p < 0.0001
fasih,Right,ia,5,16.5,p < 0.0001
fasih,Right,sangat,4,27.44,p < 0.0001
fasih,Right,merendahkan,4,43.56,p < 0.0001
fasih,Right,dirinya,4,26.24,p < 0.0001
fasih,Right,anakku,4,19.83,p < 0.0001
fasih,Right,hai,3,9.34,p < 0.01
fasih,Right,nala,3,14.9,p < 0.001
fasih,Right,sang,3,9.21,p < 0.01
fasih,Right,guna,3,16.26,p < 0.0001
fasih,Right,syahbandar,3,14.76,p < 0.001
fasih,Right,manis,3,25.12,p < 0.0001
fasih,Right,bapa,3,25.28,p < 0.0001
fasih,Right,bunyi,2,0,not significant
fasih,Right,bedil,2,0,not significant
fasih,Right,seperti,2,0,not significant
fasih,Right,titah,2,0,not significant
fasih,Right,raja,2,0,not significant
fasih,Right,segala,2,0,not significant
fasih,Right,orang,2,0,not significant
fasih,Right,suka,2,0,not significant
fasih,Right,kasih,2,0,not significant
fasih,Right,mesra,2,0,not significant
fasih,Right,mukanya,2,0,not significant
fasih,Right,amat,2,0,not significant
fasih,Right,persalin,2,0,not significant
fasih,Right,apatah,2,0,not significant
fasih,Right,salahnya,2,0,not significant
fasih,Right,mengakukan,2,0,not significant
fasih,Right,hamba,2,0,not significant
fasih,Right,adapun,2,0,not significant
fasih,Right,ibrahim,2,0,not significant
fasih,Right,kakan,2,0,not significant
fasih,Right,jikalau,2,0,not significant
fasih,Right,menengar,2,0,not significant
fasih,Right,hati,2,0,not significant
fasih,Right,kedengaranlah,1,0,not significant
fasih,Right,kuala,1,0,not significant
fasih,Right,bertih,1,0,not significant
fasih,Right,bendahara,1,0,not significant
fasih,Right,baik,1,0,not significant
fasih,Right,suruh,1,0,not significant
,,,,,
WORD: takluk,,,,,
takluk,Left,raja,11,29.62,p < 0.0001
takluk,Left,segala,10,31.43,p < 0.0001
takluk,Left,maka,7,0,not significant
takluk,Left,pun,7,0,not significant
takluk,Left,kerana,4,11.99,p < 0.001
takluk,Left,patih,3,6.95,p < 0.01
takluk,Left,gajah,3,8.42,p < 0.01
takluk,Left,mada,3,10.76,p < 0.01
takluk,Left,anak,3,10.15,p < 0.01
takluk,Left,sungai,3,21.45,p < 0.0001
takluk,Left,palembang,3,21.53,p < 0.0001
takluk,Left,melaka,3,6.67,p < 0.01
takluk,Left,kita,3,4.49,p < 0.05
takluk,Left,negeri,3,9.89,p < 0.01
takluk,Left,lalu,2,0,not significant
takluk,Left,majapahit,2,0,not significant
takluk,Left,merompak,2,0,not significant
takluk,Left,naik,2,0,not significant
takluk,Left,disuruh,2,0,not significant
takluk,Left,sekalian,2,0,not significant
takluk,Left,sangat,2,0,not significant
takluk,Left,besar,2,0,not significant
takluk,Left,mengatakan,2,0,not significant
takluk,Left,tuanku,2,0,not significant
takluk,Left,paduka,2,0,not significant
takluk,Left,berlengkap,2,0,not significant
takluk,Left,patik,2,0,not significant
takluk,Left,mengerahkan,2,0,not significant
takluk,Left,adipati,2,0,not significant
takluk,Left,titah,2,0,not significant
takluk,Left,laksamana,2,0,not significant
takluk,Left,teluk,2,0,not significant
takluk,Left,rantau,2,0,not significant
takluk,Left,habis,2,0,not significant
takluk,Left,setengah,1,0,not significant
takluk,Left,belakang,1,0,not significant
takluk,Left,menteri,1,0,not significant
takluk,Left,ratu,1,0,not significant
takluk,Left,menyuruh,1,0,not significant
takluk,Left,penghulu,1,0,not significant
takluk,Left,darat,1,0,not significant
takluk,Left,bukit,1,0,not significant
takluk,Left,seguntang,1,0,not significant
takluk,Left,rampas,1,0,not significant
takluk,Left,kami,1,0,not significant
takluk,Left,hendak,1,0,not significant
takluk,Left,menentu,1,0,not significant
takluk,Left,dua,1,0,not significant
takluk,Left,buah,1,0,not significant
takluk,Left,terlalu,1,0,not significant
takluk,Right,maka,12,0.72,not significant
takluk,Right,segala,6,12.2,p < 0.001
takluk,Right,pun,5,0,not significant
takluk,Right,melaka,5,15.78,p < 0.0001
takluk,Right,majapahit,4,20.82,p < 0.0001
takluk,Right,sembah,4,9.17,p < 0.01
takluk,Right,tuanku,4,9.65,p < 0.01
takluk,Right,datang,4,9.86,p < 0.01
takluk,Right,anak,4,15.48,p < 0.0001
takluk,Right,bukit,3,18.2,p < 0.0001
takluk,Right,seguntang,3,20.78,p < 0.0001
takluk,Right,patih,3,6.68,p < 0.01
takluk,Right,gajah,3,8.15,p < 0.01
takluk,Right,mada,3,10.5,p < 0.01
takluk,Right,setelah,3,2.33,not significant
takluk,Right,kita,3,4.23,p < 0.05
takluk,Right,daulat,3,10.11,p < 0.01
takluk,Right,patik,3,4.21,p < 0.05
takluk,Right,orang,3,2.29,not significant
takluk,Right,isterinya,3,25.1,p < 0.0001
takluk,Right,laksamana,3,0,not significant
takluk,Right,lalu,2,0,not significant
takluk,Right,sakai,2,0,not significant
takluk,Right,menengar,2,0,not significant
takluk,Right,kata,2,0,not significant
takluk,Right,penghulunya,2,0,not significant
takluk,Right,titah,2,0,not significant
takluk,Right,kepada,2,0,not significant
takluk,Right,raja,2,0,not significant
takluk,Right,datanglah,2,0,not significant
takluk,Right,kuda,2,0,not significant
takluk,Right,tiada,2,0,not significant
takluk,Right,cucu,2,0,not significant
takluk,Right,masing,2,0,not significant
takluk,Right,daripada,2,0,not significant
takluk,Right,merompak,1,0,not significant
takluk,Right,palembang,1,0,not significant
takluk,Right,naik,1,0,not significant
takluk,Right,darat,1,0,not significant
takluk,Right,disuruh,1,0,not significant
takluk,Right,rampas,1,0,not significant
takluk,Right,tawanan,1,0,not significant
takluk,Right,sepuluh,1,0,not significant
takluk,Right,dikatakan,1,0,not significant
takluk,Right,jika,1,0,not significant
takluk,Right,demikian,1,0,not significant
takluk,Right,kerana,1,0,not significant
takluk,Right,kerajaan,1,0,not significant
takluk,Right,tuan,1,0,not significant
takluk,Right,dengar,1,0,not significant
,,,,,
WORD: doa,,,,,
doa,Left,maka,16,10.32,p < 0.01
doa,Left,pun,12,11.19,p < 0.001
doa,Left,segala,7,16.46,p < 0.0001
doa,Left,memberi,4,26.09,p < 0.0001
doa,Left,laksamana,4,0.2,not significant
doa,Left,makan,3,14.3,p < 0.001
doa,Left,setelah,3,2.35,not significant
doa,Left,kata,3,4.07,p < 0.05
doa,Left,fakir,3,34.48,p < 0.0001
doa,Left,miskin,3,32.57,p < 0.0001
doa,Left,minta,3,23.73,p < 0.0001
doa,Left,lagi,3,9.88,p < 0.01
doa,Left,anakku,3,13.32,p < 0.001
doa,Left,allah,3,16.46,p < 0.0001
doa,Left,taala,3,17.7,p < 0.0001
doa,Left,terlalu,3,7.26,p < 0.01
doa,Left,orang,2,0,not significant
doa,Left,tua,2,0,not significant
doa,Left,pegawai,2,0,not significant
doa,Left,membaca,2,0,not significant
doa,Left,tuah,2,0,not significant
doa,Left,inangda,2,0,not significant
doa,Left,tuan,2,0,not significant
doa,Left,salam,2,0,not significant
doa,Left,raja,2,0,not significant
doa,Left,menjadi,2,0,not significant
doa,Left,kayalah,2,0,not significant
doa,Left,sekaliannya,2,0,not significant
doa,Left,meminta,2,0,not significant
doa,Left,bala,2,0,not significant
doa,Left,dijauhkan,2,0,not significant
doa,Left,syeikh,2,0,not significant
doa,Left,bersurat,2,0,not significant
doa,Left,semuanya,2,0,not significant
doa,Left,serba,1,0,not significant
doa,Left,putih,1,0,not significant
doa,Left,diberinya,1,0,not significant
doa,Left,nasi,1,0,not significant
doa,Left,kunyit,1,0,not significant
doa,Left,telur,1,0,not significant
doa,Left,ayam,1,0,not significant
doa,Left,arwah,1,0,not significant
doa,Left,disuruh,1,0,not significant
doa,Left,bacakan,1,0,not significant
doa,Left,oranglah,1,0,not significant
doa,Left,petuanan,1,0,not significant
doa,Left,makanlah,1,0,not significant
doa,Left,sirih,1,0,not significant
doa,Left,memakai,1,0,not significant
doa,Left,baubauan,1,0,not significant
doa,Right,maka,12,2.15,not significant
doa,Right,laksamana,8,12.37,p < 0.001
doa,Right,pun,6,0,not significant
doa,Right,kepada,6,26.1,p < 0.0001
doa,Right,raja,5,5.73,p < 0.05
doa,Right,anak,4,15.95,p < 0.0001
doa,Right,tuan,4,16.05,p < 0.0001
doa,Right,datang,4,10.34,p < 0.01
doa,Right,syeikh,4,35.25,p < 0.0001
doa,Right,setelah,3,2.68,not significant
doa,Right,sekalian,3,10.47,p < 0.01
doa,Right,ia,3,7.33,p < 0.01
doa,Right,menjadi,3,19.36,p < 0.0001
doa,Right,lalu,3,4.93,p < 0.05
doa,Right,kata,2,0,not significant
doa,Right,adapun,2,0,not significant
doa,Right,tangan,2,0,not significant
doa,Right,mengatakan,2,0,not significant
doa,Right,bonda,2,0,not significant
doa,Right,cucu,2,0,not significant
doa,Right,hulubalang,2,0,not significant
doa,Right,negeri,2,0,not significant
doa,Right,melaka,2,0,not significant
doa,Right,zaman,2,0,not significant
doa,Right,kaki,2,0,not significant
doa,Right,besar,2,0,not significant
doa,Right,keris,2,0,not significant
doa,Right,seri,2,0,not significant
doa,Right,sultan,2,0,not significant
doa,Right,hambamu,2,0,not significant
doa,Right,kebesaran,2,0,not significant
doa,Right,selamat,1,0,not significant
doa,Right,dipeluk,1,0,not significant
doa,Right,dicium,1,0,not significant
doa,Right,anaknya,1,0,not significant
doa,Right,hang,1,0,not significant
doa,Right,mahmud,1,0,not significant
doa,Right,bininya,1,0,not significant
doa,Right,kita,1,0,not significant
doa,Right,peliharakan,1,0,not significant
doa,Right,baik,1,0,not significant
doa,Right,menadahkan,1,0,not significant
doa,Right,amin,1,0,not significant
doa,Right,yarabbul,1,0,not significant
doa,Right,alamin,1,0,not significant
doa,Right,menyapukan,1,0,not significant
doa,Right,tangannya,1,0,not significant
doa,Right,muka,1,0,not significant
doa,Right,serta,1,0,not significant
doa,Right,daulat,1,0,not significant
,,,,,
WORD: waktu,,,,,
waktu,Left,maka,13,4.41,p < 0.05
waktu,Left,pun,6,0,not significant
waktu,Left,baginda,5,13.18,p < 0.001
waktu,Left,sekali,4,26.65,p < 0.0001
waktu,Left,laksamana,4,0.64,not significant
waktu,Left,sembah,3,5.51,p < 0.05
waktu,Left,datuk,3,17.89,p < 0.0001
waktu,Left,orang,3,2.65,not significant
waktu,Left,hari,3,11.26,p < 0.001
waktu,Left,hendak,3,6.28,p < 0.05
waktu,Left,daripada,3,11.21,p < 0.001
waktu,Left,ketika,3,17.98,p < 0.0001
waktu,Left,berkeliling,2,0,not significant
waktu,Left,raja,2,0,not significant
waktu,Left,duduk,2,0,not significant
waktu,Left,malam,2,0,not significant
waktu,Left,tempat,2,0,not significant
waktu,Left,baik,2,0,not significant
waktu,Left,lagi,2,0,not significant
waktu,Left,kerana,2,0,not significant
waktu,Left,indah,2,0,not significant
waktu,Left,meriam,2,0,not significant
waktu,Left,habis,2,0,not significant
waktu,Left,menyuruh,2,0,not significant
waktu,Left,ramai,1,0,not significant
waktu,Left,istana,1,0,not significant
waktu,Left,melaka,1,0,not significant
waktu,Left,142,1,0,not significant
waktu,Left,sediakala,1,0,not significant
waktu,Left,pergi,1,0,not significant
waktu,Left,mengadap,1,0,not significant
waktu,Left,betara,1,0,not significant
waktu,Left,majapahit,1,0,not significant
waktu,Left,bertunggu,1,0,not significant
waktu,Left,tunangan,1,0,not significant
waktu,Left,dapat,1,0,not significant
waktu,Left,menegur,1,0,not significant
waktu,Left,sedikit,1,0,not significant
waktu,Left,jika,1,0,not significant
waktu,Left,sabda,1,0,not significant
waktu,Left,kedua,1,0,not significant
waktu,Left,beranilah,1,0,not significant
waktu,Left,sahaya,1,0,not significant
waktu,Left,berdatang,1,0,not significant
waktu,Left,hatta,1,0,not significant
waktu,Left,warna,1,0,not significant
waktu,Left,muka,1,0,not significant
waktu,Left,merah,1,0,not significant
waktu,Left,padam,1,0,not significant
waktu,Left,laku,1,0,not significant
waktu,Right,maka,14,6.12,p < 0.05
waktu,Right,pun,8,1.44,not significant
waktu,Right,segala,7,16.87,p < 0.0001
waktu,Right,raja,4,2.6,not significant
waktu,Right,melaka,4,11.11,p < 0.001
waktu,Right,laksamana,4,0.44,not significant
waktu,Right,habis,4,27.18,p < 0.0001
waktu,Right,tengah,4,27.61,p < 0.0001
waktu,Right,patik,3,4.42,p < 0.05
waktu,Right,menteri,3,13.47,p < 0.001
waktu,Right,kata,3,4.25,p < 0.05
waktu,Right,malam,3,18.71,p < 0.0001
waktu,Right,orang,3,2.5,not significant
waktu,Right,berdatang,2,0,not significant
waktu,Right,mengadap,2,0,not significant
waktu,Right,adapun,2,0,not significant
waktu,Right,hendak,2,0,not significant
waktu,Right,hamba,2,0,not significant
waktu,Right,tiada,2,0,not significant
waktu,Right,empat,2,0,not significant
waktu,Right,kepada,2,0,not significant
waktu,Right,pegawai,2,0,not significant
waktu,Right,dinihari,2,0,not significant
waktu,Right,meriam,2,0,not significant
waktu,Right,besar,2,0,not significant
waktu,Right,tidur,2,0,not significant
waktu,Right,naik,2,0,not significant
waktu,Right,kota,2,0,not significant
waktu,Right,patih,1,0,not significant
waktu,Right,gajah,1,0,not significant
waktu,Right,mada,1,0,not significant
waktu,Right,bertitah,1,0,not significant
waktu,Right,kita,1,0,not significant
waktu,Right,menjadi,1,0,not significant
waktu,Right,baginda,1,0,not significant
waktu,Right,duduk,1,0,not significant
waktu,Right,bendul,1,0,not significant
waktu,Right,sembah,1,0,not significant
waktu,Right,ya,1,0,not significant
waktu,Right,tuanku,1,0,not significant
waktu,Right,syah,1,0,not significant
waktu,Right,alam,1,0,not significant
waktu,Right,bicara,1,0,not significant
waktu,Right,hina,1,0,not significant
waktu,Right,mohonkan,1,0,not significant
waktu,Right,asar,1,0,not significant
waktu,Right,syarat,1,0,not significant
waktu,Right,berperang,1,0,not significant
waktu,Right,melihat,1,0,not significant
waktu,Right,darah,1,0,not significant
,,,,,
WORD: akhirat,,,,,
akhirat,Left,dunia,11,124.93,p < 0.0001
akhirat,Left,ayahanda,9,66.8,p < 0.0001
akhirat,Left,maka,7,0,not significant
akhirat,Left,pun,7,0.11,not significant
akhirat,Left,mamak,6,41.92,p < 0.0001
akhirat,Left,laksamana,6,6.13,p < 0.05
akhirat,Left,hamba,5,19.84,p < 0.0001
akhirat,Left,bendahara,5,11.95,p < 0.001
akhirat,Left,kita,5,13,p < 0.001
akhirat,Left,anakku,5,28.11,p < 0.0001
akhirat,Left,diperhamba,5,36.21,p < 0.0001
akhirat,Left,adapun,4,16.38,p < 0.0001
akhirat,Left,hati,4,26.99,p < 0.0001
akhirat,Left,demikianlah,4,30.1,p < 0.0001
akhirat,Left,kata,3,4.55,p < 0.05
akhirat,Left,bendaharalah,3,31.19,p < 0.0001
akhirat,Left,mengidupkan,3,43.28,p < 0.0001
akhirat,Left,bapalah,3,37.78,p < 0.0001
akhirat,Left,seraya,3,14.26,p < 0.001
akhirat,Left,berkata,3,15.83,p < 0.0001
akhirat,Left,bonda,3,18.37,p < 0.0001
akhirat,Left,baiklah,2,0,not significant
akhirat,Left,kepada,2,0,not significant
akhirat,Left,allah,2,0,not significant
akhirat,Left,menyembah,2,0,not significant
akhirat,Left,tuan,2,0,not significant
akhirat,Left,kadam,2,0,not significant
akhirat,Left,kehendak,2,0,not significant
akhirat,Left,gedung,2,0,not significant
akhirat,Left,bukit,1,0,not significant
akhirat,Left,seguntang,1,0,not significant
akhirat,Left,sang,1,0,not significant
akhirat,Left,jaya,1,0,not significant
akhirat,Left,nantaka,1,0,not significant
akhirat,Left,lamun,1,0,not significant
akhirat,Left,bapaku,1,0,not significant
akhirat,Left,hendak,1,0,not significant
akhirat,Left,membawa,1,0,not significant
akhirat,Left,mengaku,1,0,not significant
akhirat,Left,anak,1,0,not significant
akhirat,Left,terlalu,1,0,not significant
akhirat,Left,sukacita,1,0,not significant
akhirat,Left,lalu,1,0,not significant
akhirat,Left,bangkit,1,0,not significant
akhirat,Left,memeluk,1,0,not significant
akhirat,Left,mencium,1,0,not significant
akhirat,Left,serta,1,0,not significant
akhirat,Left,bertitah,1,0,not significant
akhirat,Left,ya,1,0,not significant
akhirat,Left,akhirat,1,0,not significant
akhirat,Right,hamba,11,60.31,p < 0.0001
akhirat,Right,maka,8,0,not significant
akhirat,Right,laksamana,7,8.88,p < 0.01
akhirat,Right,lagi,5,22.08,p < 0.0001
akhirat,Right,kita,5,12.69,p < 0.001
akhirat,Right,allah,5,33.04,p < 0.0001
akhirat,Right,ayahanda,5,30.92,p < 0.0001
akhirat,Right,kerana,4,12.07,p < 0.001
akhirat,Right,demi,4,34.17,p < 0.0001
akhirat,Right,bendahara,3,3.92,p < 0.05
akhirat,Right,kepada,3,8.86,p < 0.01
akhirat,Right,hendak,3,6.25,p < 0.05
akhirat,Right,sembah,3,5.48,p < 0.05
akhirat,Right,tuanku,3,5.84,p < 0.05
akhirat,Right,pun,3,0,not significant
akhirat,Right,tiada,3,5.06,p < 0.05
akhirat,Right,kata,3,4.37,p < 0.05
akhirat,Right,setelah,3,2.65,not significant
akhirat,Right,apatah,2,0,not significant
akhirat,Right,bonda,2,0,not significant
akhirat,Right,dunia,2,0,not significant
akhirat,Right,saudaralah,2,0,not significant
akhirat,Right,sir,2,0,not significant
akhirat,Right,membunuh,2,0,not significant
akhirat,Right,sangka,2,0,not significant
akhirat,Right,dalamnya,2,0,not significant
akhirat,Right,isteri,2,0,not significant
akhirat,Right,menengar,2,0,not significant
akhirat,Right,demikian,2,0,not significant
akhirat,Right,tuan,2,0,not significant
akhirat,Right,syeikh,2,0,not significant
akhirat,Right,tiadalah,2,0,not significant
akhirat,Right,melainkan,2,0,not significant
akhirat,Right,salah,1,0,not significant
akhirat,Right,memberitahu,1,0,not significant
akhirat,Right,bukit,1,0,not significant
akhirat,Right,seguntang,1,0,not significant
akhirat,Right,ayah,1,0,not significant
akhirat,Right,sukalah,1,0,not significant
akhirat,Right,benua,1,0,not significant
akhirat,Right,keling,1,0,not significant
akhirat,Right,mamak,1,0,not significant
akhirat,Right,bapalah,1,0,not significant
akhirat,Right,tun,1,0,not significant
akhirat,Right,mat,1,0,not significant
akhirat,Right,akhirat,1,0,not significant
akhirat,Right,cita,1,0,not significant
akhirat,Right,jika,1,0,not significant
akhirat,Right,seperti,1,0,not significant
akhirat,Right,bapa,1,0,not significant
,,,,,
WORD: sedekah,,,,,
sedekah,Left,maka,10,0.3,not significant
sedekah,Left,daripada,8,47.32,p < 0.0001
sedekah,Left,pun,6,0,not significant
sedekah,Left,segala,5,10.01,p < 0.01
sedekah,Left,perak,4,32.81,p < 0.0001
sedekah,Left,permata,4,33.58,p < 0.0001
sedekah,Left,sedekah,4,48.63,p < 0.0001
sedekah,Left,baginda,4,9.62,p < 0.01
sedekah,Left,emas,4,20.65,p < 0.0001
sedekah,Left,semuanya,4,25.02,p < 0.0001
sedekah,Left,menerima,4,47.78,p < 0.0001
sedekah,Left,ramai,3,18.77,p < 0.0001
sedekah,Left,sekalian,3,11.11,p < 0.001
sedekah,Left,khalayak,3,31.68,p < 0.0001
sedekah,Left,mengambil,3,20.93,p < 0.0001
sedekah,Left,lagi,3,10.86,p < 0.001
sedekah,Left,membahagi,3,41.33,p < 0.0001
sedekah,Left,habis,3,19.46,p < 0.0001
sedekah,Left,raja,3,1.02,not significant
sedekah,Left,tiada,2,0,not significant
